Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
12/17/2024,AQS,150030010,2,4.1,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,545,Met One E-SEQ-FRM PM2.5 with VSCC,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/20/2024,AQS,150030010,2,5,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,545,Met One E-SEQ-FRM PM2.5 with VSCC,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/23/2024,AQS,150030010,2,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,545,Met One E-SEQ-FRM PM2.5 with VSCC,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/26/2024,AQS,150030010,2,8.6,ug/m3 LC,48,Kapolei,1,100,88101,PM2.5 - Local Conditions,545,Met One E-SEQ-FRM PM2.5 with VSCC,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
12/29/2024,AQS,150030010,2,2.4,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,545,Met One E-SEQ-FRM PM2.5 with VSCC,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/01/2024,AQS,150030010,21,5,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/02/2024,AQS,150030010,21,4.5,ug/m3 LC,25,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/03/2024,AQS,150030010,21,5.6,ug/m3 LC,31,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/04/2024,AQS,150030010,21,5.7,ug/m3 LC,32,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/05/2024,AQS,150030010,21,6.6,ug/m3 LC,37,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/06/2024,AQS,150030010,21,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/07/2024,AQS,150030010,21,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/08/2024,AQS,150030010,21,6.7,ug/m3 LC,37,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/09/2024,AQS,150030010,21,4.7,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/10/2024,AQS,150030010,21,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/11/2024,AQS,150030010,21,4.9,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/12/2024,AQS,150030010,21,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/13/2024,AQS,150030010,21,6.6,ug/m3 LC,37,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/14/2024,AQS,150030010,21,5.7,ug/m3 LC,32,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/15/2024,AQS,150030010,21,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/16/2024,AQS,150030010,21,5.5,ug/m3 LC,31,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/17/2024,AQS,150030010,21,10.4,ug/m3 LC,53,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/18/2024,AQS,150030010,21,6.8,ug/m3 LC,38,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/19/2024,AQS,150030010,21,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/20/2024,AQS,150030010,21,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/21/2024,AQS,150030010,21,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/22/2024,AQS,150030010,21,5.8,ug/m3 LC,32,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/23/2024,AQS,150030010,21,4.8,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/24/2024,AQS,150030010,21,5.4,ug/m3 LC,30,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/25/2024,AQS,150030010,21,5.9,ug/m3 LC,33,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/26/2024,AQS,150030010,21,4.2,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/27/2024,AQS,150030010,21,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/28/2024,AQS,150030010,21,6.2,ug/m3 LC,34,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/29/2024,AQS,150030010,21,7.9,ug/m3 LC,44,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/30/2024,AQS,150030010,21,5.4,ug/m3 LC,30,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/31/2024,AQS,150030010,21,4.8,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/01/2024,AQS,150030010,21,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/02/2024,AQS,150030010,21,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/03/2024,AQS,150030010,21,5,ug/m3 LC,28,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/04/2024,AQS,150030010,21,4.9,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/05/2024,AQS,150030010,21,6.4,ug/m3 LC,36,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/06/2024,AQS,150030010,21,6.1,ug/m3 LC,34,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/07/2024,AQS,150030010,21,5.2,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,738,Teledyne T640X at 16.67 LPM (Corrected),46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/01/2025,AQS,150030010,1,7.1,ug/m3 LC,39,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/02/2025,AQS,150030010,1,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/03/2025,AQS,150030010,1,4.5,ug/m3 LC,25,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/04/2025,AQS,150030010,1,7.3,ug/m3 LC,41,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/05/2025,AQS,150030010,1,9,ug/m3 LC,50,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/06/2025,AQS,150030010,1,3.1,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/07/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/08/2025,AQS,150030010,1,3.7,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/09/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/10/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/11/2025,AQS,150030010,1,4.2,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/12/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/13/2025,AQS,150030010,1,9.2,ug/m3 LC,51,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/14/2025,AQS,150030010,1,4.8,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/15/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/16/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/17/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/18/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/19/2025,AQS,150030010,1,3.2,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/20/2025,AQS,150030010,1,3,ug/m3 LC,17,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/21/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/22/2025,AQS,150030010,1,4.1,ug/m3 LC,23,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/23/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/24/2025,AQS,150030010,1,3.4,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/25/2025,AQS,150030010,1,5.3,ug/m3 LC,29,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/26/2025,AQS,150030010,1,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/27/2025,AQS,150030010,1,2.4,ug/m3 LC,13,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/28/2025,AQS,150030010,1,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/29/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/30/2025,AQS,150030010,1,8.8,ug/m3 LC,49,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
01/31/2025,AQS,150030010,1,6.2,ug/m3 LC,34,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/01/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/02/2025,AQS,150030010,1,4,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/03/2025,AQS,150030010,1,3.5,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/04/2025,AQS,150030010,1,2.9,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/05/2025,AQS,150030010,1,2,ug/m3 LC,11,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/06/2025,AQS,150030010,1,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/07/2025,AQS,150030010,1,5.8,ug/m3 LC,32,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/08/2025,AQS,150030010,1,3.9,ug/m3 LC,22,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/09/2025,AQS,150030010,1,3.4,ug/m3 LC,19,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/10/2025,AQS,150030010,1,3.6,ug/m3 LC,20,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/11/2025,AQS,150030010,1,4.5,ug/m3 LC,25,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/12/2025,AQS,150030010,1,6.3,ug/m3 LC,35,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/13/2025,AQS,150030010,1,7.8,ug/m3 LC,43,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/14/2025,AQS,150030010,1,2.7,ug/m3 LC,15,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/15/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/16/2025,AQS,150030010,1,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/17/2025,AQS,150030010,1,3.3,ug/m3 LC,18,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/18/2025,AQS,150030010,1,2.8,ug/m3 LC,16,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/19/2025,AQS,150030010,1,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/20/2025,AQS,150030010,1,5.4,ug/m3 LC,30,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/21/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/22/2025,AQS,150030010,1,4.6,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/23/2025,AQS,150030010,1,3.8,ug/m3 LC,21,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/24/2025,AQS,150030010,1,4.7,ug/m3 LC,26,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/25/2025,AQS,150030010,1,4.4,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/26/2025,AQS,150030010,1,4.3,ug/m3 LC,24,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/27/2025,AQS,150030010,1,6.2,ug/m3 LC,34,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
02/28/2025,AQS,150030010,1,4.8,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
03/01/2025,AQS,150030010,1,4.8,ug/m3 LC,27,Kapolei,1,100,88101,PM2.5 - Local Conditions,638,Teledyne T640X at 16.67 LPM w/Network Data Alignment enabled,46520,"Urban Honolulu, HI",15,Hawaii,3,Honolulu,21.32374479,-158.0886127
